Name,Age,Gender,Date of Birth,Location,Current Savings,Debt Amount,Job Type,Education Level,Number of Logins,Satisfaction Rating,Product Usage,Social Media Usage,ISA at 18
Michael Thomas,17,Male,27/01/2007,,1851,252,Full-time,A-Levels,1,3,Frequent,Rare,Not withdrawn
Darius Castro,16,Female,22/02/2007,,1515,251,Full-time,BTECs,1,4,Frequent,Frequent,Not withdrawn
Scott Pittman,16,Female,08/12/2005,,3980,250,Full-time,BTECs,4,3,Frequent,Occasional,Not withdrawn
Michele Wade,17,Male,05/12/2005,,1191,250,Full-time,Other Qualifications,1,3,Frequent,Frequent,Not withdrawn
Brittany Hicks,16,Female,17/10/2005,,1570,250,Full-time,GCSEs,5,5,Frequent,Occasional,Not withdrawn
Jonathan Bruce,17,Female,23/01/2006,,1294,248,Full-time,A-Levels,1,5,Frequent,Rare,Not withdrawn
Amanda Payne,17,Female,09/11/2006,,1597,248,Full-time,BTECs,0,4,Occasional,Frequent,Not withdrawn
Linda Erickson,16,Male,31/08/2005,,3385,247,Full-time,GCSEs,0,3,Frequent,Rare,Not withdrawn
Pamela Steele,16,Female,03/10/2005,,2000,247,Full-time,GCSEs,1,3,Frequent,Rare,Not withdrawn
Sarah Vazquez,17,Female,15/06/2006,,1075,246,Full-time,Other Qualifications,3,4,Frequent,Occasional,Not withdrawn
Janet Martin,16,Female,16/04/2006,,3189,246,Full-time,Other Qualifications,5,5,Occasional,Occasional,Not withdrawn
Mr. Brandon Richmond,16,Male,20/10/2006,,2168,245,Full-time,Other Qualifications,0,3,Frequent,Frequent,Not withdrawn
Sarah Davis,17,Female,04/06/2006,,2131,244,Full-time,A-Levels,0,4,Frequent,Occasional,Not withdrawn
Erin Baldwin,16,Female,01/08/2006,,4656,244,Full-time,Apprenticeships,0,4,Frequent,Frequent,Not withdrawn
Julie Allen,16,Male,25/09/2005,,3689,242,Full-time,GCSEs,0,4,Frequent,Frequent,Not withdrawn
Gary Murray,17,Male,15/04/2005,,3549,241,Full-time,Other Qualifications,1,5,Rare,Frequent,Not withdrawn
Jason Estrada,17,Male,22/11/2005,,2628,240,Full-time,A-Levels,2,5,Frequent,Occasional,Not withdrawn
Donald Craig,17,Female,06/12/2006,,3954,239,Full-time,A-Levels,0,5,Frequent,Frequent,Not withdrawn
Mark Singleton,17,Male,24/07/2006,,3016,239,Full-time,Apprenticeships,4,4,Frequent,Frequent,Not withdrawn
Ryan Williams,17,Female,08/12/2005,,1343,239,Full-time,A-Levels,0,3,Occasional,Rare,Not withdrawn
Brandon Holden,17,Female,10/05/2006,,4153,239,Full-time,Other Qualifications,3,4,Frequent,Frequent,Not withdrawn
Leah Myers,17,Female,03/11/2006,,2522,238,Full-time,A-Levels,3,4,Frequent,Frequent,Not withdrawn
Micheal Lee,16,Male,29/04/2006,,4109,237,Full-time,GCSEs,5,4,Frequent,Rare,Not withdrawn
Elizabeth Daniels MD,17,Male,31/12/2006,,1380,236,Full-time,BTECs,0,4,Frequent,Occasional,Not withdrawn
Lisa Gray,16,Female,07/11/2006,,4554,236,Full-time,BTECs,4,4,Frequent,Frequent,Not withdrawn
Sarah Holmes,17,Male,27/10/2006,,3158,236,Full-time,BTECs,4,5,Frequent,Occasional,Not withdrawn
Mary Daniels,17,Male,06/04/2007,,1645,235,Full-time,BTECs,1,4,Frequent,Frequent,Not withdrawn
Tammy Wallace,17,Male,28/04/2006,,1247,234,Full-time,Other Qualifications,3,4,Frequent,Rare,Not withdrawn
Sean Thompson,16,Male,18/11/2005,,1222,232,Full-time,Other Qualifications,5,5,Frequent,Frequent,Not withdrawn
Joel Thomas,16,Male,26/04/2005,,3476,232,Full-time,Apprenticeships,1,3,Frequent,Occasional,Not withdrawn
Blake Nguyen,16,Male,31/12/2006,,1293,230,Full-time,Apprenticeships,3,5,Frequent,Frequent,Not withdrawn
James Aguilar,16,Female,16/02/2006,,1842,229,Full-time,Apprenticeships,2,5,Frequent,Occasional,Not withdrawn
Jennifer Smith,17,Male,08/04/2007,,2928,228,Full-time,Apprenticeships,1,3,Frequent,Frequent,Not withdrawn
Tara Navarro,16,Male,16/01/2007,,3390,226,Full-time,Apprenticeships,2,4,Occasional,Frequent,Not withdrawn
Amanda Hess,17,Male,24/03/2006,,2545,223,Full-time,BTECs,1,4,Frequent,Frequent,Not withdrawn
Patricia Leonard,17,Female,01/01/2006,,4008,223,Full-time,Apprenticeships,4,4,Frequent,Occasional,Not withdrawn
Robert Williams,16,Female,04/06/2005,,2143,222,Full-time,Other Qualifications,4,3,Occasional,Rare,Not withdrawn
Diane Sanchez,17,Female,02/04/2006,,2071,221,Full-time,Other Qualifications,3,4,Frequent,Occasional,Not withdrawn
Samantha Romero,16,Male,09/11/2005,,3868,220,Full-time,Other Qualifications,1,5,Occasional,Frequent,Not withdrawn
Adrian Mcknight,17,Male,08/06/2006,,402,218,Full-time,Apprenticeships,45,3,Rare,Frequent,Not withdrawn
Christine Gray,16,Male,22/01/2007,,3931,218,Full-time,GCSEs,1,4,Frequent,Rare,Not withdrawn
Anthony Vasquez,16,Male,14/07/2006,,1787,218,Full-time,Apprenticeships,4,3,Frequent,Rare,Not withdrawn
Daniel Morales,16,Male,24/01/2006,,3665,216,Full-time,GCSEs,3,5,Frequent,Rare,Not withdrawn
Taylor Morrow,16,Male,22/06/2005,,2860,215,Full-time,GCSEs,5,5,Occasional,Frequent,Not withdrawn
Christopher Smith,17,Female,26/07/2005,,4809,213,Full-time,BTECs,4,4,Frequent,Frequent,Not withdrawn
Shannon Wagner,16,Female,26/04/2005,,3162,213,Full-time,GCSEs,1,5,Frequent,Occasional,Not withdrawn
Vincent Macdonald,17,Male,11/11/2005,,2898,212,Full-time,BTECs,3,4,Frequent,Frequent,Not withdrawn
Sara Burke,17,Female,09/01/2006,,3620,212,Full-time,Other Qualifications,2,3,Rare,Frequent,Not withdrawn
Justin Johnson,16,Male,03/06/2005,,4718,212,Full-time,Apprenticeships,5,5,Frequent,Frequent,Not withdrawn
Maria Wilson,17,Male,05/03/2007,,3878,211,Full-time,Apprenticeships,2,3,Occasional,Occasional,Not withdrawn
Diana Walker DDS,17,Male,09/02/2006,,3232,210,Full-time,A-Levels,5,5,Frequent,Rare,Not withdrawn
Joshua Manning,16,Female,13/07/2005,,1290,210,Full-time,Apprenticeships,1,4,Occasional,Frequent,Not withdrawn
Alicia Johnson,16,Male,25/04/2006,,1267,209,Full-time,Other Qualifications,4,4,Frequent,Frequent,Not withdrawn
Leah Reynolds,16,Female,21/12/2005,,3674,208,Full-time,Apprenticeships,1,5,Frequent,Frequent,Not withdrawn
Tara Taylor,17,Female,21/01/2007,,3894,208,Full-time,Other Qualifications,2,5,Occasional,Frequent,Not withdrawn
Nicole Burns,17,Male,22/07/2006,,3269,208,Full-time,A-Levels,4,3,Occasional,Occasional,Not withdrawn
Michael Bailey,17,Female,18/08/2006,,3362,207,Full-time,BTECs,4,5,Frequent,Rare,Not withdrawn
Kayla Burch,17,Female,04/02/2006,,1606,207,Full-time,BTECs,4,4,Frequent,Occasional,Not withdrawn
Christine Sherman,17,Male,14/03/2007,,350,206,Part-time,A-Levels,48,3,Rare,Frequent,Not withdrawn
Julia Turner,17,Female,01/01/2007,,4293,206,Full-time,Apprenticeships,0,5,Frequent,Occasional,Not withdrawn
Ashley Campbell,16,Female,23/12/2006,,2599,206,Full-time,Apprenticeships,1,5,Frequent,Occasional,Not withdrawn
Catherine Harvey,16,Female,02/06/2006,,3061,206,Full-time,Other Qualifications,4,4,Occasional,Frequent,Not withdrawn
Lori Gilbert,17,Female,23/11/2005,,3917,206,Full-time,A-Levels,3,5,Frequent,Rare,Not withdrawn
Jennifer Smith,16,Female,12/02/2006,,1768,205,Full-time,GCSEs,5,4,Frequent,Occasional,Not withdrawn
Robert Sanders,17,Female,11/01/2007,,4240,205,Full-time,BTECs,1,5,Frequent,Frequent,Not withdrawn
Christopher Morrison,16,Male,09/07/2005,,2655,205,Full-time,Apprenticeships,1,3,Frequent,Rare,Not withdrawn
Sarah Young,17,Male,07/01/2006,,4546,204,Full-time,BTECs,1,5,Frequent,Occasional,Not withdrawn
David Wells,17,Female,30/03/2007,,3325,203,Full-time,A-Levels,5,5,Frequent,Rare,Not withdrawn
Melissa Daniels,17,Female,08/03/2007,,2364,203,Full-time,BTECs,0,3,Frequent,Frequent,Not withdrawn
Amber Franklin,16,Male,08/04/2007,,2398,202,Full-time,Other Qualifications,3,4,Occasional,Frequent,Not withdrawn
Ross Mcgee,17,Male,15/12/2005,,3149,202,Full-time,BTECs,2,3,Frequent,Rare,Not withdrawn
Marcus Petersen,17,Female,09/08/2006,,2179,202,Full-time,BTECs,4,4,Frequent,Rare,Not withdrawn
Nicholas Garcia,16,Female,15/06/2005,,3561,201,Full-time,Other Qualifications,0,4,Frequent,Occasional,Not withdrawn
Stacey Hughes,16,Male,24/01/2007,,3569,201,Full-time,Apprenticeships,2,5,Occasional,Frequent,Not withdrawn
Morgan Alvarado,16,Female,28/01/2006,,2521,201,Full-time,Other Qualifications,1,4,Frequent,Occasional,Not withdrawn
Alexandria Perez,16,Female,25/11/2006,,1692,200,Full-time,BTECs,3,5,Frequent,Frequent,Not withdrawn
Melissa Smith,17,Female,08/05/2006,,1090,199,Full-time,Other Qualifications,2,4,Frequent,Frequent,Not withdrawn
Jessica Davis,16,Female,28/11/2006,,2594,199,Full-time,GCSEs,5,4,Frequent,Frequent,Not withdrawn
Joseph Walker,16,Male,23/09/2005,,1724,199,Full-time,Apprenticeships,1,3,Frequent,Frequent,Not withdrawn
Kevin Parrish,16,Female,21/10/2005,,2723,198,Full-time,Apprenticeships,4,3,Frequent,Rare,Not withdrawn
Amanda White,16,Female,15/11/2005,,1181,198,Full-time,Other Qualifications,0,3,Frequent,Frequent,Not withdrawn
Susan Hicks,16,Female,15/07/2006,,1199,197,Full-time,BTECs,4,4,Frequent,Frequent,Not withdrawn
James Lawson,17,Female,10/11/2005,,1943,197,Full-time,Apprenticeships,4,5,Frequent,Occasional,Not withdrawn
Tony Wiley,16,Male,19/10/2005,,3236,196,Full-time,Other Qualifications,4,5,Frequent,Frequent,Not withdrawn
Carly Lane,17,Male,16/01/2006,,2061,192,Full-time,Other Qualifications,0,3,Frequent,Occasional,Not withdrawn
Edward Smith,17,Female,10/03/2007,,4978,190,Full-time,Other Qualifications,4,5,Frequent,Frequent,Not withdrawn
Danny Woods,16,Female,11/07/2006,,3553,188,Full-time,BTECs,1,3,Frequent,Occasional,Not withdrawn
Jennifer Lowe,16,Male,09/05/2006,,3461,188,Full-time,BTECs,2,4,Frequent,Frequent,Not withdrawn
Kevin Klein,16,Female,20/01/2007,,2300,188,Full-time,Apprenticeships,2,3,Frequent,Frequent,Not withdrawn
James Gonzalez,17,Female,11/09/2005,,3782,188,Full-time,Apprenticeships,1,5,Frequent,Rare,Not withdrawn
Kelsey Vasquez,16,Male,24/07/2005,,2392,187,Full-time,Apprenticeships,0,4,Frequent,Rare,Not withdrawn
Aaron Cruz,16,Female,05/11/2006,,1882,187,Full-time,BTECs,4,3,Frequent,Frequent,Not withdrawn
Gregory Brown,16,Male,31/10/2005,,4508,186,Full-time,BTECs,0,4,Frequent,Frequent,Not withdrawn
Matthew Walton,17,Male,04/02/2006,,1399,185,Full-time,Other Qualifications,4,4,Frequent,Rare,Not withdrawn
Debra Castaneda,16,Male,10/03/2006,,4766,182,Full-time,GCSEs,5,5,Frequent,Frequent,Not withdrawn
Rachel Short,16,Male,07/03/2006,,3322,182,Full-time,BTECs,4,3,Frequent,Frequent,Not withdrawn
Steve Mccoy,16,Female,11/09/2005,,1476,181,Full-time,Apprenticeships,4,5,Frequent,Frequent,Not withdrawn
Nicholas Miller,16,Male,09/05/2005,,3257,181,Full-time,Apprenticeships,3,4,Frequent,Frequent,Not withdrawn
Tara Lewis,16,Female,01/08/2006,,3589,179,Full-time,BTECs,5,5,Occasional,Frequent,Not withdrawn
John Murphy,17,Male,07/08/2006,,2046,178,Full-time,Apprenticeships,5,4,Frequent,Occasional,Not withdrawn
Andre Tyler,17,Female,28/04/2006,,1206,177,Full-time,A-Levels,0,5,Occasional,Frequent,Not withdrawn
Laura Clark,17,Female,09/09/2006,,1080,176,Full-time,BTECs,4,4,Occasional,Frequent,Not withdrawn
Mark Wilson,16,Male,20/07/2006,,3204,176,Full-time,Other Qualifications,5,3,Frequent,Frequent,Not withdrawn
Brian Humphrey,17,Male,06/12/2005,,2330,176,Full-time,BTECs,1,4,Rare,Occasional,Not withdrawn
Nicholas Ferrell,16,Female,26/09/2006,,2431,175,Full-time,GCSEs,0,3,Frequent,Frequent,Not withdrawn
Alicia Harper,17,Male,24/12/2005,,4457,173,Full-time,BTECs,4,5,Frequent,Frequent,Not withdrawn
John Elliott,17,Female,21/04/2006,,4026,173,Full-time,BTECs,2,4,Frequent,Frequent,Not withdrawn
Sarah Richards,17,Female,18/12/2006,,4113,171,Full-time,Other Qualifications,4,4,Frequent,Frequent,Not withdrawn
Regina Murphy,16,Male,21/04/2006,,2157,171,Full-time,BTECs,5,5,Frequent,Occasional,Not withdrawn
Courtney Bowen,16,Male,18/07/2005,,4450,169,Full-time,GCSEs,1,3,Frequent,Occasional,Not withdrawn
Deanna Preston,16,Male,06/04/2007,,4353,169,Full-time,Apprenticeships,1,3,Frequent,Frequent,Not withdrawn
Matthew Pena,16,Male,13/09/2005,,1202,169,Full-time,GCSEs,1,4,Frequent,Frequent,Not withdrawn
Thomas Simpson,17,Female,14/07/2005,,2556,169,Full-time,BTECs,1,5,Occasional,Frequent,Not withdrawn
Susan Schwartz,17,Female,15/07/2005,,2559,169,Full-time,Apprenticeships,2,3,Frequent,Occasional,Not withdrawn
Andre Donovan,16,Male,27/03/2007,,3367,167,Full-time,Apprenticeships,3,4,Frequent,Occasional,Not withdrawn
Lauren Young,16,Female,15/08/2006,,4011,166,Full-time,GCSEs,0,5,Frequent,Frequent,Not withdrawn
Anthony Madden,17,Male,01/09/2006,,2977,166,Full-time,Other Qualifications,2,3,Frequent,Occasional,Not withdrawn
Lisa Marquez,16,Female,06/07/2005,,4155,166,Full-time,GCSEs,0,5,Frequent,Occasional,Not withdrawn
Tara Ward,16,Male,22/12/2005,,1956,165,Full-time,GCSEs,2,5,Occasional,Frequent,Not withdrawn
Denise Robinson,16,Female,12/06/2005,,2426,165,Full-time,BTECs,3,3,Frequent,Frequent,Not withdrawn
Brian Rivera,16,Male,18/02/2007,,2271,164,Full-time,GCSEs,1,3,Frequent,Frequent,Not withdrawn
Ms. Debbie Roberts,17,Male,13/07/2006,,3142,163,Full-time,Other Qualifications,3,5,Frequent,Frequent,Not withdrawn
Adam Garcia,16,Male,31/03/2006,,1660,162,Full-time,GCSEs,0,5,Frequent,Frequent,Not withdrawn
Stephen Williams,17,Male,16/05/2005,,1518,162,Full-time,Other Qualifications,0,5,Occasional,Frequent,Not withdrawn
Christopher Vang,16,Female,03/07/2005,,1545,161,Full-time,BTECs,1,5,Frequent,Occasional,Not withdrawn
Kathleen Stone,17,Female,04/07/2006,,1410,161,Full-time,Apprenticeships,2,3,Frequent,Frequent,Not withdrawn
Paul Mosley,17,Female,05/04/2007,,2630,160,Full-time,BTECs,1,3,Frequent,Frequent,Not withdrawn
Ashley Harris,17,Male,28/07/2006,,1247,159,Full-time,Apprenticeships,0,4,Frequent,Occasional,Not withdrawn
Lindsey Holt,17,Male,14/03/2006,,1295,158,Full-time,BTECs,3,4,Frequent,Occasional,Not withdrawn
Michael Navarro,17,Male,27/04/2005,,2072,157,Full-time,Apprenticeships,3,4,Frequent,Occasional,Not withdrawn
Angela Gordon,17,Female,15/10/2006,,1746,157,Full-time,A-Levels,2,5,Frequent,Frequent,Not withdrawn
Angelica Reynolds,16,Female,21/11/2006,,2049,157,Full-time,GCSEs,0,3,Frequent,Frequent,Not withdrawn
Daniel Hall,17,Female,19/11/2006,,2164,157,Full-time,A-Levels,1,4,Frequent,Occasional,Not withdrawn
Elizabeth Ayala,16,Male,25/05/2006,,2908,156,Full-time,Apprenticeships,1,5,Frequent,Frequent,Not withdrawn
Dillon Spencer,16,Female,23/09/2006,,1920,155,Full-time,Apprenticeships,0,5,Occasional,Rare,Not withdrawn
Kevin Farrell,16,Female,26/02/2006,,1474,152,Full-time,BTECs,4,3,Occasional,Occasional,Not withdrawn
James Anderson,16,Male,09/01/2007,,2283,151,Full-time,Other Qualifications,4,3,Rare,Occasional,Not withdrawn
Austin Collier,17,Male,19/12/2005,,4602,150,Full-time,Other Qualifications,3,4,Frequent,Occasional,Not withdrawn
Rebecca Lopez,17,Female,15/10/2005,,2236,150,Full-time,Other Qualifications,5,3,Frequent,Frequent,Not withdrawn
Regina Brown,17,Male,26/12/2006,,2061,149,Full-time,Apprenticeships,1,4,Frequent,Rare,Not withdrawn
Mr. Joshua Henderson,17,Male,24/01/2007,,3134,148,Full-time,Apprenticeships,0,5,Frequent,Frequent,Not withdrawn
Tina Bentley,17,Male,25/11/2006,,2369,148,Full-time,Other Qualifications,1,5,Frequent,Frequent,Not withdrawn
James Wiley,17,Male,23/08/2006,,4493,148,Full-time,BTECs,1,5,Frequent,Frequent,Not withdrawn
Jessica Parsons,17,Female,17/03/2006,,3384,147,Full-time,BTECs,0,3,Frequent,Frequent,Not withdrawn
Heidi Lin,16,Female,28/05/2005,,4212,147,Full-time,BTECs,0,4,Frequent,Occasional,Not withdrawn
Nathan Hayes,16,Female,29/04/2006,,2629,147,Full-time,Other Qualifications,5,5,Frequent,Frequent,Not withdrawn
Richard Dennis,16,Male,28/10/2005,,1124,147,Full-time,BTECs,1,5,Rare,Frequent,Not withdrawn
Christopher Hale,17,Female,28/09/2006,,1992,145,Full-time,Apprenticeships,2,3,Frequent,Frequent,Not withdrawn
Curtis Yang,17,Female,29/07/2005,,2172,145,Full-time,BTECs,0,4,Frequent,Frequent,Not withdrawn
Matthew Kirk,17,Female,18/01/2006,,3587,145,Full-time,BTECs,1,4,Frequent,Frequent,Not withdrawn
James Rhodes,17,Female,29/11/2006,,2186,144,Full-time,Other Qualifications,5,3,Frequent,Frequent,Not withdrawn
Margaret Jackson,16,Female,06/02/2006,,2177,143,Full-time,BTECs,0,5,Frequent,Occasional,Not withdrawn
Dawn Johnson,16,Female,19/10/2005,,1105,142,Full-time,Apprenticeships,2,3,Frequent,Occasional,Not withdrawn
Kelli Price,17,Male,01/03/2007,,4345,142,Full-time,A-Levels,1,4,Rare,Occasional,Not withdrawn
Mr. Scott Schmidt,17,Female,08/07/2005,,1114,142,Full-time,Other Qualifications,1,5,Occasional,Occasional,Not withdrawn
Nancy Ponce,16,Female,29/10/2005,,3003,142,Full-time,Apprenticeships,1,3,Frequent,Occasional,Not withdrawn
Ashley Mendez,17,Female,04/10/2005,,1034,140,Full-time,Apprenticeships,2,4,Frequent,Frequent,Not withdrawn
Michelle Carter,17,Male,08/08/2006,,4993,140,Full-time,Apprenticeships,4,4,Occasional,Frequent,Not withdrawn
Jason Kim,17,Male,10/09/2005,,1922,139,Full-time,A-Levels,4,5,Frequent,Occasional,Not withdrawn
James Bryan,17,Female,03/04/2007,,3990,138,Full-time,Other Qualifications,0,3,Frequent,Frequent,Not withdrawn
Justin Montes,17,Female,20/09/2005,,3291,138,Full-time,BTECs,5,5,Frequent,Rare,Not withdrawn
Bradley Zuniga,17,Male,13/01/2006,,3490,136,Full-time,Other Qualifications,3,5,Occasional,Rare,Not withdrawn
Melissa Oliver,16,Female,02/06/2005,,1611,134,Full-time,BTECs,1,4,Occasional,Frequent,Not withdrawn
Gary Cardenas,16,Male,05/06/2006,,4079,133,Full-time,Apprenticeships,3,5,Frequent,Frequent,Not withdrawn
Savannah Bean,17,Male,02/02/2007,,3538,130,Full-time,Other Qualifications,1,3,Rare,Occasional,Not withdrawn
Lynn Barr,17,Male,06/09/2005,,3509,129,Full-time,Other Qualifications,0,5,Frequent,Occasional,Not withdrawn
Raymond Kane,16,Male,08/05/2005,,4156,128,Full-time,Apprenticeships,5,4,Frequent,Occasional,Not withdrawn
Pamela Lucero,17,Male,17/04/2006,,1352,126,Full-time,A-Levels,0,3,Frequent,Rare,Not withdrawn
Peter Gates,17,Female,14/03/2007,,4222,126,Full-time,Other Qualifications,1,4,Frequent,Frequent,Not withdrawn
Donna Young,16,Male,07/09/2006,,3360,125,Full-time,GCSEs,5,3,Rare,Frequent,Not withdrawn
Mary Mcgrath,17,Female,19/02/2006,,2248,125,Full-time,Apprenticeships,4,3,Frequent,Frequent,Not withdrawn
Steven Hahn,16,Female,29/06/2005,,1681,125,Full-time,BTECs,1,3,Frequent,Rare,Not withdrawn
Terri Sellers,16,Male,18/08/2006,,4361,124,Full-time,Apprenticeships,0,3,Frequent,Frequent,Not withdrawn
Andrew Powell,16,Male,03/10/2005,,4415,124,Full-time,Other Qualifications,1,3,Frequent,Frequent,Not withdrawn
David Black,16,Male,12/03/2006,,1301,124,Full-time,BTECs,1,5,Occasional,Frequent,Not withdrawn
Mitchell King,17,Male,15/05/2005,,3370,123,Full-time,Apprenticeships,3,4,Frequent,Frequent,Not withdrawn
Tom Murray,16,Male,28/09/2006,,4148,122,Full-time,BTECs,2,3,Frequent,Frequent,Not withdrawn
Donna Snow,17,Female,14/12/2005,,2240,122,Full-time,A-Levels,4,5,Occasional,Occasional,Not withdrawn
Jake Hodge,16,Female,24/05/2006,,4742,122,Full-time,BTECs,1,5,Occasional,Rare,Not withdrawn
Susan Miller,16,Male,18/08/2005,,2693,121,Full-time,GCSEs,4,3,Occasional,Occasional,Not withdrawn
Joseph Roberts,16,Female,09/07/2006,,2555,121,Full-time,Other Qualifications,2,5,Frequent,Frequent,Not withdrawn
Victoria Ellis,17,Male,04/08/2006,,3091,121,Full-time,BTECs,4,5,Frequent,Frequent,Not withdrawn
Christopher Clay,16,Female,20/09/2006,,3680,120,Full-time,BTECs,4,3,Frequent,Frequent,Not withdrawn
Sylvia Bell,17,Female,16/03/2006,,3007,119,Full-time,A-Levels,3,4,Occasional,Rare,Not withdrawn
Laura Estes,16,Male,05/04/2007,,1412,119,Full-time,BTECs,0,4,Frequent,Frequent,Not withdrawn
Antonio Reed,17,Male,21/03/2006,,2443,118,Full-time,BTECs,3,4,Frequent,Frequent,Not withdrawn
Andrew Young,16,Female,11/05/2006,,4270,117,Full-time,BTECs,0,5,Frequent,Frequent,Not withdrawn
Robert Huffman,16,Female,03/08/2006,,3840,117,Full-time,Apprenticeships,1,5,Frequent,Frequent,Not withdrawn
Robert White,16,Male,07/07/2005,,4621,117,Full-time,Other Qualifications,2,3,Frequent,Frequent,Not withdrawn
Karen Chen,16,Male,23/02/2006,,3437,117,Full-time,BTECs,4,5,Occasional,Rare,Not withdrawn
Rebecca Lee,17,Female,24/12/2005,,1427,116,Full-time,A-Levels,1,5,Frequent,Frequent,Not withdrawn
Jordan Morgan,17,Male,22/02/2007,,3761,116,Full-time,A-Levels,0,4,Occasional,Frequent,Not withdrawn
Charles Arellano,16,Female,12/09/2005,,1397,116,Full-time,Other Qualifications,2,5,Occasional,Frequent,Not withdrawn
Ethan Walker,17,Male,16/02/2007,,4728,115,Full-time,Apprenticeships,5,5,Frequent,Frequent,Not withdrawn
Tammy Brock,17,Female,10/07/2006,,4291,114,Full-time,Apprenticeships,1,3,Frequent,Rare,Not withdrawn
Jordan Montoya,17,Male,13/03/2006,,1444,110,Full-time,BTECs,5,3,Frequent,Rare,Not withdrawn
Michael Boone,16,Male,28/11/2005,,1669,105,Full-time,BTECs,0,3,Frequent,Frequent,Not withdrawn
Jessica Smith,17,Female,01/03/2006,,1450,103,Full-time,Apprenticeships,4,5,Frequent,Occasional,Not withdrawn
Michelle Mcclain,17,Female,14/10/2005,,1900,103,Full-time,Apprenticeships,1,3,Occasional,Frequent,Not withdrawn
Joshua Payne,16,Male,07/12/2006,,2416,102,Full-time,BTECs,4,5,Frequent,Frequent,Not withdrawn
Jeremy Thomas,16,Male,15/02/2006,,2001,100,Full-time,GCSEs,1,4,Frequent,Occasional,Not withdrawn
Matthew Bridges,17,Female,14/06/2006,,3660,97,Full-time,Other Qualifications,0,3,Frequent,Frequent,Not withdrawn
Steven Martinez,16,Male,17/06/2006,,4371,96,Full-time,Other Qualifications,1,3,Occasional,Occasional,Not withdrawn
Nicholas Newman,16,Female,09/09/2006,,1026,94,Full-time,BTECs,1,3,Frequent,Frequent,Not withdrawn
